SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,Stage,Anticipated,ResponseTime
0,7_14,10_24_29,53.55829,2,0,2,0,0,Right_CS+,1,2.598999
