SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,screenFixationX,screenFixationY,gazeFixationX,gazeFixationY,gazeFixationZ,localGazeX,localGazeY,localGazeZ,leftEyePositionX,leftEyePositionY,leftEyePositionZ,rightEyePositionX,rightEyePositionY,rightEyePositionZ,leftEyeRotationX,leftEyeRotationY,leftEyeRotationZ,rightEyeRotationX,rightEyeRotationY,rightEyeRotationZ,leftEyePupilSize,rightEyePupilSize,leftEyeOpenAmount,rightEyeOpenAmount,GazeHitPointX,GazeHitPointY,GazeHitPointZ,GameObjectInFocus,LookDuration,AvgEyeMoveDist
0,4_3,11_24_39,24.48363,2,0,1,0,0.4774494,0.79,0.63,23.67,1.57,1.09,-0.13,-0.21,0.97,33.34,1.4,-32.98,-30.75,0.08,-31.3,0.09,-0.18,0.98,0.12,-0.16,0.98,3.064911,3.062561,1.0,1.0,20.95,0.82,8.78,CS+ Wall,7.74925,0.09867617110607738
0,4_3,11_24_39,24.49651,2,0,1,0,0.4903336,0.79,0.63,23.67,1.57,1.09,-0.13,-0.21,0.97,33.22,2.61,-36.07,-30.83,0.19,-30.93,0.07,-0.15,0.99,0.1,-0.12,0.99,2.888763,2.955124,1.0,1.0,20.94,1.29,8.78,CS+ Wall,7.74925,0.09867617110607738
0,4_3,11_24_39,24.50848,2,0,1,0,0.5023003,0.8,0.64,23.67,1.58,1.1,-0.13,-0.2,0.97,33.1,2.67,-35.77,-30.84,0.53,-31.49,0.04,-0.11,0.99,0.09,-0.1,0.99,2.82431,2.86055,1.0,1.0,21.0,1.53,8.78,CS+ Wall,7.74925,0.09867617110607738
0,4_3,11_24_39,24.52247,2,0,1,0,0.5162945,0.8,0.64,23.68,1.59,1.1,-0.12,-0.19,0.97,32.95,2.45,-34.43,-30.86,0.65,-31.24,0.04,-0.01,1.0,0.06,-0.01,1.0,2.758514,2.860535,1.0,1.0,21.3,2.36,8.78,CS+ Wall,7.74925,0.09867617110607738
0,4_3,11_24_39,24.53448,2,0,1,0,0.5283012,0.8,0.64,23.68,1.61,1.1,-0.12,-0.17,0.98,32.95,2.51,-34.46,-30.86,0.66,-31.18,0.04,0.0,1.0,0.05,0.02,1.0,2.783768,2.752319,1.0,1.0,21.35,2.62,8.78,CS+ Wall,7.74925,0.09867617110607738
0,4_3,11_24_39,24.54585,2,0,1,0,0.5396729,0.8,0.65,23.68,1.62,1.1,-0.12,-0.16,0.98,33.0,2.41,-34.3,-30.9,0.54,-30.86,0.04,0.01,1.0,0.07,0.02,1.0,2.851883,2.815475,1.0,1.0,21.22,2.6,8.78,CS+ Wall,7.74925,0.09867617110607738
0,4_3,11_24_39,24.55836,2,0,1,0,0.5521755,0.8,0.65,23.68,1.63,1.11,-0.11,-0.15,0.98,33.02,2.45,-34.46,-30.92,0.5,-30.73,0.05,0.0,1.0,0.07,0.02,1.0,2.755814,2.850739,1.0,1.0,21.19,2.58,8.78,CS+ Wall,7.74925,0.09867617110607738
0,4_3,11_24_39,24.57097,2,0,1,0,0.5647907,0.8,0.65,23.69,1.64,1.11,-0.11,-0.14,0.98,33.05,2.39,-34.25,-30.94,0.5,-30.74,0.05,0.0,1.0,0.06,0.01,1.0,2.736267,2.818161,1.0,1.0,21.24,2.55,8.78,CS+ Wall,7.74925,0.09867617110607738
0,4_3,11_24_39,24.58349,2,0,1,0,0.5773125,0.8,0.66,23.69,1.65,1.11,-0.11,-0.13,0.99,33.06,2.37,-34.21,-30.94,0.51,-30.75,0.05,-0.01,1.0,0.07,0.01,1.0,2.68364,2.795837,1.0,1.0,21.33,2.42,8.78,CS+ Wall,7.74925,0.09867617110607738
0,4_3,11_24_39,24.5952,2,0,1,0,0.589016,0.8,0.66,23.69,1.66,1.11,-0.1,-0.12,0.99,33.07,2.32,-34.07,-30.94,0.52,-30.8,0.04,0.0,1.0,0.07,0.01,1.0,2.742432,2.798111,1.0,1.0,21.39,2.47,8.78,CS+ Wall,7.74925,0.09867617110607738
0,4_3,11_24_39,24.61397,2,0,1,0,0.60779,0.8,0.66,23.7,1.67,1.11,-0.1,-0.11,0.99,33.08,2.25,-33.88,-30.95,0.54,-30.84,0.05,0.0,1.0,0.07,0.01,1.0,2.696869,2.777023,1.0,1.0,21.2,2.53,8.78,CS+ Wall,7.74925,0.09867617110607738
0,4_3,11_24_39,24.63085,2,0,1,0,0.6246681,0.8,0.66,23.7,1.68,1.11,-0.1,-0.1,0.99,33.08,2.23,-33.81,-30.95,0.53,-30.82,0.05,0.0,1.0,0.07,0.01,1.0,2.69838,2.772888,1.0,1.0,21.17,2.53,8.78,CS+ Wall,7.74925,0.09867617110607738
0,4_3,11_24_39,24.64254,2,0,1,0,0.6363621,0.8,0.67,23.7,1.68,1.12,-0.1,-0.1,0.99,33.09,2.22,-33.8,-30.96,0.53,-30.81,0.05,0.0,1.0,0.07,0.01,1.0,2.685501,2.771896,1.0,1.0,21.18,2.53,8.78,CS+ Wall,7.74925,0.09867617110607738
