SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,GazeHitPointX,GazeHitPointY,GazeHitPointZ
0,3_27,15_42_20,3.528743,1,0,0,0,2.709488,1.85,1.31,6.88
0,3_27,15_42_20,3.540622,1,0,0,0,2.721367,1.85,1.3,6.88
0,3_27,15_42_20,3.5529,1,0,0,0,2.733646,1.85,1.3,6.88
0,3_27,15_42_20,3.565529,1,0,0,0,2.746275,1.85,1.3,6.88
0,3_27,15_42_20,3.577399,1,0,0,0,2.758145,1.85,1.3,6.88
0,3_27,15_42_20,3.589527,1,0,0,0,2.770273,1.86,1.29,6.88
0,3_27,15_42_20,3.601464,1,0,0,0,2.78221,1.86,1.29,6.88
0,3_27,15_42_20,3.613143,1,0,0,0,2.793889,1.86,1.27,6.88
0,3_27,15_42_20,3.625199,1,0,0,0,2.805944,1.86,1.27,6.88
0,3_27,15_42_20,3.637155,1,0,0,0,2.817901,1.86,1.28,6.88
0,3_27,15_42_20,3.649592,1,0,0,0,2.830338,1.86,1.28,6.88
0,3_27,15_42_20,3.661588,1,0,0,0,2.842334,1.86,1.28,6.88
0,3_27,15_42_20,3.673801,1,0,0,0,2.854547,1.86,1.28,6.88
0,3_27,15_42_20,3.685412,1,0,0,0,2.866157,1.85,1.27,6.88
0,3_27,15_42_20,3.697622,1,0,0,0,2.878367,1.85,1.27,6.88
0,3_27,15_42_20,3.709448,1,0,0,0,2.890194,1.85,1.28,6.89
0,3_27,15_42_20,3.721658,1,0,0,0,2.902404,1.84,1.28,6.89
0,3_27,15_42_20,3.733519,1,0,0,0,2.914264,1.84,1.27,6.89
0,3_27,15_42_20,3.745267,1,0,0,0,2.926012,1.84,1.28,6.89
0,3_27,15_42_20,3.757414,1,0,0,0,2.93816,1.83,1.27,6.9
0,3_27,15_42_20,3.769368,1,0,0,0,2.950114,1.83,1.27,6.9
0,3_27,15_42_20,3.781271,1,0,0,0,2.962017,1.83,1.28,6.9
0,3_27,15_42_20,3.797444,1,0,0,0,2.978189,1.84,1.29,6.89
0,3_27,15_42_20,3.809776,1,0,0,0,2.990521,1.84,1.3,6.89
0,3_27,15_42_20,3.821855,1,0,0,0,3.002601,1.84,1.3,6.89
0,3_27,15_42_20,3.833508,1,0,0,0,3.014253,1.84,1.31,6.89
0,3_27,15_42_20,3.845548,1,0,0,0,3.026294,1.84,1.3,6.89
