SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,Stage,Context,xPos,yPos,zPos,xRot,yRot,zRot
0,7_25,12_9_0,5.139856,1,0,0,0,0.8941965,InstructionPhase,A,-0.161216,2.468565,0.1160444,9.200967,356.5843,358.2385,
0,7_25,12_9_0,5.150947,1,0,0,0,0.9052873,InstructionPhase,A,-0.1610221,2.46863,0.1161038,9.199346,356.6134,358.2094,
0,7_25,12_9_0,5.162051,1,0,0,0,0.9163909,InstructionPhase,A,-0.1607866,2.468679,0.1161586,9.204688,356.6437,358.1848,
0,7_25,12_9_0,5.173193,1,0,0,0,0.9275331,InstructionPhase,A,-0.1606392,2.46866,0.1161404,9.208013,356.6893,358.1682,
0,7_25,12_9_0,5.184331,1,0,0,0,0.9386711,InstructionPhase,A,-0.1605105,2.468599,0.1160866,9.23485,356.7224,358.1453,
0,7_25,12_9_0,5.195411,1,0,0,0,0.9497509,InstructionPhase,A,-0.1603377,2.468591,0.1160622,9.248266,356.757,358.1089,
0,7_25,12_9_0,5.206847,1,0,0,0,0.9611869,InstructionPhase,A,-0.1601527,2.468526,0.11603,9.26197,356.7891,358.0729,
0,7_25,12_9_0,5.217738,1,0,0,0,0.9720778,InstructionPhase,A,-0.1599898,2.468569,0.116001,9.249919,356.8004,358.048,
0,7_25,12_9_0,5.228652,1,0,0,0,0.9829922,InstructionPhase,A,-0.1598847,2.468645,0.1159683,9.246627,356.8375,358.0266,
0,7_25,12_9_0,5.239806,1,0,0,0,0.9941459,InstructionPhase,A,-0.1597178,2.468725,0.1158923,9.236481,356.8452,358.0375,
0,7_25,12_9_0,5.26196,1,0,0,0,1.0163,InstructionPhase,A,-0.1594747,2.468966,0.1156222,9.229938,356.8882,358.0614,
0,7_25,12_9_0,5.273149,1,0,0,0,1.027489,InstructionPhase,A,-0.1592741,2.469057,0.11553,9.212609,356.9108,358.0674,
0,7_25,12_9_0,5.284204,1,0,0,0,1.038544,InstructionPhase,A,-0.1591903,2.46922,0.11541,9.184121,356.9352,358.0957,
0,7_25,12_9_0,5.29537,1,0,0,0,1.04971,InstructionPhase,A,-0.1590559,2.469435,0.1152678,9.130444,356.9658,358.1101,
0,7_25,12_9_0,5.306516,1,0,0,0,1.060856,InstructionPhase,A,-0.1589433,2.469684,0.1150763,9.042699,356.9887,358.1396,
0,7_25,12_9_0,5.317874,1,0,0,0,1.072215,InstructionPhase,A,-0.1587671,2.469933,0.114952,8.929986,357.0143,358.1266,
0,7_25,12_9_0,5.329387,1,0,0,0,1.083727,InstructionPhase,A,-0.1586264,2.470173,0.1148572,8.818478,357.0761,358.0984,
0,7_25,12_9_0,5.344497,1,0,0,0,1.098837,InstructionPhase,A,-0.1584554,2.470425,0.1147466,8.702359,357.1397,358.0536,
0,7_25,12_9_0,5.355907,1,0,0,0,1.110248,InstructionPhase,A,-0.158307,2.47067,0.1146107,8.62495,357.2168,358.0213,
0,7_25,12_9_0,5.367511,1,0,0,0,1.121851,InstructionPhase,A,-0.1581224,2.470947,0.1145468,8.520043,357.2916,357.9904,
0,7_25,12_9_1,5.378602,1,0,0,0,1.132942,InstructionPhase,A,-0.1579951,2.471227,0.1144418,8.365426,357.3806,357.9942,
0,7_25,12_9_1,5.390035,1,0,0,0,1.144375,InstructionPhase,A,-0.1578724,2.471532,0.1143123,8.196075,357.4597,357.9961,
0,7_25,12_9_1,5.40101,1,0,0,0,1.15535,InstructionPhase,A,-0.1577463,2.471912,0.1141913,7.98941,357.5493,357.981,
0,7_25,12_9_1,5.412411,1,0,0,0,1.166751,InstructionPhase,A,-0.1576194,2.472333,0.1140926,7.761453,357.6221,357.9581,
0,7_25,12_9_1,5.422665,1,0,0,0,1.177005,InstructionPhase,A,-0.1575078,2.472754,0.1139841,7.530733,357.6805,357.9126,
0,7_25,12_9_1,5.43382,1,0,0,0,1.18816,InstructionPhase,A,-0.1574254,2.473184,0.1138369,7.296031,357.7289,357.8493,
0,7_25,12_9_1,5.444834,1,0,0,0,1.199174,InstructionPhase,A,-0.1573988,2.473601,0.1137275,7.078975,357.7643,357.8145,
0,7_25,12_9_1,5.455969,1,0,0,0,1.21031,InstructionPhase,A,-0.1573429,2.474031,0.1135571,6.86342,357.7721,357.7968,
0,7_25,12_9_1,5.46725,1,0,0,0,1.22159,InstructionPhase,A,-0.1573325,2.47444,0.1133358,6.66302,357.7771,357.7792,
0,7_25,12_9_1,5.478221,1,0,0,0,1.232562,InstructionPhase,A,-0.157307,2.474864,0.1131514,6.475066,357.7805,357.756,
0,7_25,12_9_1,5.489524,1,0,0,0,1.243865,InstructionPhase,A,-0.1573551,2.475248,0.1128937,6.288272,357.7523,357.7194,
0,7_25,12_9_1,5.50074,1,0,0,0,1.25508,InstructionPhase,A,-0.1573448,2.475636,0.1126903,6.102169,357.7188,357.694,
0,7_25,12_9_1,5.512024,1,0,0,0,1.266365,InstructionPhase,A,-0.1573715,2.475998,0.1124245,5.932393,357.6863,357.6741,
0,7_25,12_9_1,5.522613,1,0,0,0,1.276953,InstructionPhase,A,-0.1573845,2.476375,0.1122277,5.764134,357.6327,357.6652,
0,7_25,12_9_1,5.533832,1,0,0,0,1.288172,InstructionPhase,A,-0.1573832,2.476742,0.11199,5.609792,357.5965,357.6462,
0,7_25,12_9_1,5.544896,1,0,0,0,1.299236,InstructionPhase,A,-0.1573846,2.477111,0.1117355,5.45337,357.5522,357.6207,
0,7_25,12_9_1,5.556494,1,0,0,0,1.310834,InstructionPhase,A,-0.1573598,2.477467,0.1115249,5.306013,357.5151,357.5894,
0,7_25,12_9_1,5.567556,1,0,0,0,1.321896,InstructionPhase,A,-0.1573856,2.477804,0.1112915,5.157649,357.4872,357.5454,
0,7_25,12_9_1,5.57854,1,0,0,0,1.33288,InstructionPhase,A,-0.1573372,2.478139,0.1110109,5.01624,357.463,357.5299,
0,7_25,12_9_1,5.589316,1,0,0,0,1.343657,InstructionPhase,A,-0.1573787,2.478435,0.1107292,4.883803,357.4651,357.5043,
0,7_25,12_9_1,5.600512,1,0,0,0,1.354852,InstructionPhase,A,-0.1573029,2.478729,0.1104751,4.762027,357.4604,357.5147,
0,7_25,12_9_1,5.611496,1,0,0,0,1.365836,InstructionPhase,A,-0.1573161,2.479026,0.1101754,4.626983,357.4571,357.5192,
0,7_25,12_9_1,5.622541,1,0,0,0,1.376882,InstructionPhase,A,-0.1572906,2.479373,0.1099014,4.475817,357.4537,357.534,
0,7_25,12_9_1,5.634216,1,0,0,0,1.388556,InstructionPhase,A,-0.1573185,2.479672,0.1096137,4.304872,357.4555,357.5414,
0,7_25,12_9_1,5.645009,1,0,0,0,1.399349,InstructionPhase,A,-0.1572633,2.479981,0.1093298,4.137449,357.4728,357.5366,
0,7_25,12_9_1,5.655801,1,0,0,0,1.410141,InstructionPhase,A,-0.1571969,2.480306,0.1090686,3.981085,357.4851,357.5257,
0,7_25,12_9_1,5.666989,1,0,0,0,1.421329,InstructionPhase,A,-0.157159,2.480615,0.1088417,3.819672,357.5093,357.5169,
0,7_25,12_9_1,5.678062,1,0,0,0,1.432402,InstructionPhase,A,-0.1570814,2.480913,0.1086061,3.664555,357.5427,357.5042,
0,7_25,12_9_1,5.689123,1,0,0,0,1.443463,InstructionPhase,A,-0.1570292,2.481205,0.1083468,3.524871,357.5716,357.4962,
0,7_25,12_9_1,5.700181,1,0,0,0,1.454521,InstructionPhase,A,-0.1569928,2.481477,0.1080956,3.380946,357.6053,357.4951,
0,7_25,12_9_1,5.711462,1,0,0,0,1.465802,InstructionPhase,A,-0.156953,2.481676,0.1077894,3.255001,357.6318,357.4869,
0,7_25,12_9_1,5.723497,1,0,0,0,1.477837,InstructionPhase,A,-0.1568308,2.481969,0.1076397,3.133633,357.666,357.4804,
0,7_25,12_9_1,5.734526,1,0,0,0,1.488866,InstructionPhase,A,-0.1568016,2.482199,0.1073726,3.039509,357.7045,357.482,
0,7_25,12_9_1,5.744616,1,0,0,0,1.498956,InstructionPhase,A,-0.1567954,2.482426,0.1072236,2.954324,357.7467,357.4772,
0,7_25,12_9_1,5.755776,1,0,0,0,1.510116,InstructionPhase,A,-0.156809,2.482606,0.1069951,2.882493,357.7621,357.5027,
0,7_25,12_9_1,5.76722,1,0,0,0,1.52156,InstructionPhase,A,1.192093E-06,2.48274,-0.0002804995,2.82947,357.7837,357.5364,
0,7_25,12_9_1,5.777925,1,0,0,0,1.532266,InstructionPhase,A,4.994869E-05,2.482885,-0.000549078,2.771368,357.78,357.5585,
0,7_25,12_9_1,5.789143,1,0,0,0,1.543483,InstructionPhase,A,2.002716E-05,2.483028,-0.0007630587,2.700592,357.7803,357.5838,
0,7_25,12_9_1,5.800383,1,0,0,0,1.554723,InstructionPhase,A,1.120567E-05,2.483194,-0.001031995,2.638501,357.7837,357.5897,
0,7_25,12_9_1,5.811526,1,0,0,0,1.565866,InstructionPhase,A,-6.723404E-05,2.483296,-0.001325965,2.578744,357.779,357.5816,
0,7_25,12_9_1,5.822946,1,0,0,0,1.577286,InstructionPhase,A,-6.258488E-05,2.483427,-0.001591086,2.497002,357.7828,357.5743,
0,7_25,12_9_1,5.833501,1,0,0,0,1.587841,InstructionPhase,A,-6.747246E-05,2.483624,-0.00180614,2.417393,357.7747,357.5769,
0,7_25,12_9_1,5.844606,1,0,0,0,1.598946,InstructionPhase,A,-7.855892E-05,2.483768,-0.002090454,2.321026,357.7678,357.5772,
0,7_25,12_9_1,5.855704,1,0,0,0,1.610044,InstructionPhase,A,-6.79493E-06,2.483877,-0.00229609,2.217779,357.7598,357.5645,
0,7_25,12_9_1,5.867223,1,0,0,0,1.621563,InstructionPhase,A,1.847744E-05,2.48406,-0.00249207,2.119484,357.7441,357.5369,
0,7_25,12_9_1,5.87787,1,0,0,0,1.63221,InstructionPhase,A,5.662441E-05,2.484228,-0.002749443,2.020443,357.7444,357.5325,
0,7_25,12_9_1,5.889049,1,0,0,0,1.643389,InstructionPhase,A,0.0001090765,2.484419,-0.002950072,1.933278,357.7392,357.5316,
0,7_25,12_9_1,5.90003,1,0,0,0,1.65437,InstructionPhase,A,0.0001839399,2.484582,-0.003197312,1.83691,357.7307,357.5163,
0,7_25,12_9_1,5.912348,1,0,0,0,1.666688,InstructionPhase,A,0.0002660751,2.484763,-0.003373504,1.743027,357.7353,357.5022,
0,7_25,12_9_1,5.92227,1,0,0,0,1.67661,InstructionPhase,A,0.0002806187,2.484911,-0.003541946,1.667001,357.748,357.5009,
0,7_25,12_9_1,5.933423,1,0,0,0,1.687763,InstructionPhase,A,0.0003473759,2.485089,-0.003678083,1.577592,357.7546,357.4802,
0,7_25,12_9_1,5.944892,1,0,0,0,1.699233,InstructionPhase,A,0.0004235506,2.485258,-0.003843546,1.518812,357.7839,357.484,
0,7_25,12_9_1,5.9557,1,0,0,0,1.71004,InstructionPhase,A,0.0004709959,2.485398,-0.004015446,1.444352,357.7941,357.4959,
0,7_25,12_9_1,5.967387,1,0,0,0,1.721727,InstructionPhase,A,0.000536561,2.485552,-0.004212976,1.370322,357.8138,357.5122,
0,7_25,12_9_1,5.977817,1,0,0,0,1.732157,InstructionPhase,A,0.0006321669,2.485741,-0.004463673,1.292265,357.8404,357.524,
0,7_25,12_9_1,5.989321,1,0,0,0,1.743661,InstructionPhase,A,0.0006796122,2.485904,-0.004633546,1.215966,357.8716,357.5324,
0,7_25,12_9_1,6.000101,1,0,0,0,1.754441,InstructionPhase,A,0.0007733107,2.486082,-0.004855752,1.153107,357.9141,357.5462,
0,7_25,12_9_1,6.011123,1,0,0,0,1.765463,InstructionPhase,A,0.0008252859,2.486229,-0.005030751,1.093976,357.9501,357.5514,
0,7_25,12_9_1,6.022472,1,0,0,0,1.776812,InstructionPhase,A,0.0009518862,2.486371,-0.00524509,1.033165,357.9881,357.5656,
0,7_25,12_9_1,6.033457,1,0,0,0,1.787797,InstructionPhase,A,0.001054645,2.48655,-0.005354404,0.9815658,358.0361,357.5763,
0,7_25,12_9_1,6.044551,1,0,0,0,1.798892,InstructionPhase,A,0.001179457,2.486701,-0.005482674,0.9294823,358.0676,357.5899,
0,7_25,12_9_1,6.055597,1,0,0,0,1.809937,InstructionPhase,A,0.0012784,2.48683,-0.005603552,0.8711651,358.0964,357.6093,
0,7_25,12_9_1,6.066667,1,0,0,0,1.821007,InstructionPhase,A,0.001364827,2.486944,-0.00573051,0.8113303,358.1317,357.6263,
0,7_25,12_9_1,6.077736,1,0,0,0,1.832076,InstructionPhase,A,0.001445532,2.487046,-0.005912542,0.7566519,358.1781,357.6372,
0,7_25,12_9_1,6.08886,1,0,0,0,1.8432,InstructionPhase,A,0.001592755,2.487188,-0.006084919,0.7223934,358.2144,357.6471,
0,7_25,12_9_1,6.100074,1,0,0,0,1.854414,InstructionPhase,A,0.001697302,2.487283,-0.006232738,0.681521,358.2505,357.6599,
0,7_25,12_9_1,6.112163,1,0,0,0,1.866503,InstructionPhase,A,0.001819491,2.487421,-0.006311893,0.6341575,358.2799,357.6594,
0,7_25,12_9_1,6.122199,1,0,0,0,1.876539,InstructionPhase,A,0.001927018,2.487506,-0.006458759,0.5866312,358.3175,357.6593,
0,7_25,12_9_1,6.134639,1,0,0,0,1.888979,InstructionPhase,A,0.001980782,2.487605,-0.006567717,0.5186891,358.3573,357.6565,
0,7_25,12_9_1,6.144598,1,0,0,0,1.898939,InstructionPhase,A,0.0020051,2.487661,-0.00664413,0.4628141,358.3749,357.6534,
0,7_25,12_9_1,6.155615,1,0,0,0,1.909955,InstructionPhase,A,0.002071261,2.487746,-0.006719589,0.4182733,358.4075,357.6422,
0,7_25,12_9_1,6.167054,1,0,0,0,1.921394,InstructionPhase,A,0.002126694,2.487787,-0.006798744,0.3782266,358.423,357.6313,
0,7_25,12_9_1,6.177755,1,0,0,0,1.932096,InstructionPhase,A,0.002194762,2.487814,-0.006857038,0.3532701,358.4514,357.6182,
0,7_25,12_9_1,6.188869,1,0,0,0,1.94321,InstructionPhase,A,0.002360225,2.487893,-0.006833553,0.3406292,358.4672,357.6043,
0,7_25,12_9_1,6.201326,1,0,0,0,1.955667,InstructionPhase,A,0.002425194,2.48791,-0.0068928,0.3438185,358.4825,357.6042,
0,7_25,12_9_1,6.213181,1,0,0,0,1.967521,InstructionPhase,A,0.002527356,2.487957,-0.006892204,0.3461573,358.4874,357.5945,
0,7_25,12_9_1,6.22339,1,0,0,0,1.97773,InstructionPhase,A,0.002521157,2.487919,-0.00701046,0.3506323,358.4912,357.5842,
0,7_25,12_9_1,6.234433,1,0,0,0,1.988773,InstructionPhase,A,0.00259757,2.48789,-0.007062316,0.3627876,358.5059,357.5839,
0,7_25,12_9_1,6.24403,1,0,0,0,1.99837,InstructionPhase,A,0.002639055,2.487891,-0.007158756,0.3737898,358.5079,357.5692,
0,7_25,12_9_1,6.266333,1,0,0,0,2.020673,InstructionPhase,A,0.002754211,2.487742,-0.007153511,0.4278561,358.511,357.5655,
0,7_25,12_9_1,6.277533,1,0,0,0,2.031873,InstructionPhase,A,0.002754092,2.48769,-0.007133603,0.4624056,358.4926,357.5548,
0,7_25,12_9_1,6.289141,1,0,0,0,2.043481,InstructionPhase,A,0.00280273,2.487638,-0.007065415,0.4865824,358.4897,357.5307,
0,7_25,12_9_1,6.299599,1,0,0,0,2.053939,InstructionPhase,A,0.002843618,2.487546,-0.007000089,0.5290663,358.4898,357.505,
0,7_25,12_9_1,6.310766,1,0,0,0,2.065106,InstructionPhase,A,0.002856731,2.487473,-0.006928205,0.5661504,358.4965,357.4648,
0,7_25,12_9_1,6.321824,1,0,0,0,2.076164,InstructionPhase,A,0.002870679,2.487376,-0.006837845,0.6209143,358.5001,357.4504,
0,7_25,12_9_1,6.333113,1,0,0,0,2.087453,InstructionPhase,A,0.002848387,2.487298,-0.006742358,0.7021585,358.5028,357.4492,
0,7_25,12_9_1,6.344466,1,0,0,0,2.098806,InstructionPhase,A,0.002743006,2.487122,-0.00673151,0.7928699,358.4935,357.4617,
0,7_25,12_9_1,6.362118,1,0,0,0,2.116458,InstructionPhase,A,0.002742529,2.486915,-0.006681204,0.9085416,358.4742,357.505,
0,7_25,12_9_2,6.377342,1,0,0,0,2.131682,InstructionPhase,A,0.002741337,2.486547,-0.00660336,1.083368,358.4433,357.5303,
0,7_25,12_9_2,6.388502,1,0,0,0,2.142842,InstructionPhase,A,0.002834558,2.486468,-0.006544232,1.146767,358.448,357.5255,
0,7_25,12_9_2,6.399907,1,0,0,0,2.154247,InstructionPhase,A,0.002851009,2.486354,-0.006454468,1.178117,358.4549,357.5206,
0,7_25,12_9_2,6.410999,1,0,0,0,2.165339,InstructionPhase,A,0.002893925,2.486342,-0.00633812,1.213131,358.4607,357.5052,
0,7_25,12_9_2,6.421841,1,0,0,0,2.176181,InstructionPhase,A,0.002899528,2.486258,-0.006271958,1.234368,358.4728,357.4942,
0,7_25,12_9_2,6.432859,1,0,0,0,2.187199,InstructionPhase,A,0.002906799,2.486182,-0.006152391,1.25402,358.4715,357.489,
0,7_25,12_9_2,6.444344,1,0,0,0,2.198684,InstructionPhase,A,0.002903819,2.486106,-0.006119728,1.277242,358.4672,357.5081,
0,7_25,12_9_2,6.455409,1,0,0,0,2.209749,InstructionPhase,A,0.002907634,2.486073,-0.006107926,1.313305,358.4604,357.5269,
0,7_25,12_9_2,6.466163,1,0,0,0,2.220503,InstructionPhase,A,0.002945304,2.486012,-0.006086826,1.333639,358.4365,357.5403,
0,7_25,12_9_2,6.477393,1,0,0,0,2.231733,InstructionPhase,A,0.002931833,2.48601,-0.006107092,1.355347,358.4327,357.5515,
0,7_25,12_9_2,6.488415,1,0,0,0,2.242755,InstructionPhase,A,0.00291872,2.485964,-0.006108046,1.362721,358.4068,357.5653,
0,7_25,12_9_2,6.499493,1,0,0,0,2.253833,InstructionPhase,A,0.002933383,2.485988,-0.006092429,1.375008,358.3954,357.5708,
0,7_25,12_9_2,6.510859,1,0,0,0,2.2652,InstructionPhase,A,0.002979159,2.485958,-0.006033778,1.361562,358.386,357.562,
0,7_25,12_9_2,6.521779,1,0,0,0,2.276119,InstructionPhase,A,0.002992868,2.485916,-0.005976081,1.3658,358.3721,357.5513,
0,7_25,12_9_2,6.532766,1,0,0,0,2.287107,InstructionPhase,A,0.00308764,2.485917,-0.005868316,1.379653,358.3684,357.5319,
0,7_25,12_9_2,6.543898,1,0,0,0,2.298238,InstructionPhase,A,0.003110051,2.485872,-0.005761623,1.405181,358.3756,357.5226,
0,7_25,12_9_2,6.555968,1,0,0,0,2.310308,InstructionPhase,A,0.003193617,2.485825,-0.005705357,1.446372,358.3693,357.5092,
0,7_25,12_9_2,6.566248,1,0,0,0,2.320588,InstructionPhase,A,0.003194213,2.485734,-0.005721688,1.469486,358.3753,357.5036,
0,7_25,12_9_2,6.577601,1,0,0,0,2.331941,InstructionPhase,A,0.003256083,2.485668,-0.005682111,1.510705,358.3882,357.5086,
0,7_25,12_9_2,6.588436,1,0,0,0,2.342776,InstructionPhase,A,0.00335288,2.485646,-0.00560379,1.540159,358.3966,357.5089,
0,7_25,12_9_2,6.599648,1,0,0,0,2.353989,InstructionPhase,A,0.003329754,2.48558,-0.005560398,1.571253,358.4054,357.5168,
0,7_25,12_9_2,6.610923,1,0,0,0,2.365263,InstructionPhase,A,0.003356576,2.485504,-0.005502939,1.610901,358.412,357.515,
0,7_25,12_9_2,6.622041,1,0,0,0,2.376381,InstructionPhase,A,0.003359199,2.485415,-0.005476952,1.656773,358.4285,357.524,
0,7_25,12_9_2,6.633045,1,0,0,0,2.387385,InstructionPhase,A,0.003393888,2.485321,-0.005442858,1.688751,358.4282,357.5216,
0,7_25,12_9_2,6.644608,1,0,0,0,2.398948,InstructionPhase,A,0.003414512,2.485229,-0.005435109,1.71458,358.4415,357.5251,
0,7_25,12_9_2,6.655932,1,0,0,0,2.410272,InstructionPhase,A,0.003450513,2.48515,-0.005380034,1.749501,358.4424,357.5261,
0,7_25,12_9_2,6.666361,1,0,0,0,2.420702,InstructionPhase,A,0.003469586,2.485106,-0.005332112,1.776746,358.448,357.5353,
0,7_25,12_9_2,6.67748,1,0,0,0,2.43182,InstructionPhase,A,0.00343585,2.48505,-0.005295515,1.800245,358.4507,357.5262,
0,7_25,12_9_2,6.689358,1,0,0,0,2.443698,InstructionPhase,A,0.003400207,2.484987,-0.005266428,1.830279,358.4449,357.5235,
0,7_25,12_9_2,6.699688,1,0,0,0,2.454029,InstructionPhase,A,0.003418684,2.484879,-0.005233288,1.849651,358.4486,357.5215,
0,7_25,12_9_2,6.710832,1,0,0,0,2.465172,InstructionPhase,A,0.003367901,2.484776,-0.005274773,1.879609,358.4515,357.515,
0,7_25,12_9_2,6.721996,1,0,0,0,2.476336,InstructionPhase,A,0.00337255,2.484828,-0.005233288,1.910238,358.4499,357.5119,
