SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,Stage,Context,xPos,yPos,zPos,xRot,yRot,zRot
0,7_25,11_53_53,16.25728,2,0,0,0,1.31041,Left_CS+,A,-0.02301812,2.412293,-6.735325E-05,2.249515,349.2131,356.3763,
0,7_25,11_53_53,16.26842,2,0,0,0,1.321551,Left_CS+,A,-0.02303231,2.41232,-0.0001120567,2.243707,349.2117,356.3914,
0,7_25,11_53_53,16.2798,2,0,0,0,1.332925,Left_CS+,A,-0.02295935,2.412343,-0.0001293421,2.248935,349.232,356.3948,
0,7_25,11_53_53,16.29051,2,0,0,0,1.34364,Left_CS+,A,-0.02295613,2.412336,-0.0001270771,2.263003,349.2374,356.3986,
0,7_25,11_53_53,16.30174,2,0,0,0,1.354867,Left_CS+,A,-0.02294016,2.412344,-0.0001820326,2.288526,349.2563,356.3858,
0,7_25,11_53_53,16.31278,2,0,0,0,1.365905,Left_CS+,A,-0.02296269,2.412337,-0.0001790524,2.303598,349.2747,356.3592,
0,7_25,11_53_53,16.32396,2,0,0,0,1.377086,Left_CS+,A,-0.02294302,2.412394,-0.0002684593,2.296446,349.2832,356.3387,
0,7_25,11_53_53,16.33495,2,0,0,0,1.38808,Left_CS+,A,-0.02298474,2.412366,-0.000369072,2.296514,349.2971,356.3286,
0,7_25,11_53_53,16.3467,2,0,0,0,1.399831,Left_CS+,A,-0.02295399,2.412391,-0.0004550219,2.280497,349.3054,356.3129,
0,7_25,11_53_53,16.35733,2,0,0,0,1.410455,Left_CS+,A,-0.02289188,2.412377,-0.000595212,2.275187,349.3153,356.2892,
0,7_25,11_53_53,16.37949,2,0,0,0,1.43262,Left_CS+,A,-0.02273047,2.41252,-0.000710845,2.299479,349.317,356.27,
0,7_25,11_53_53,16.39049,2,0,0,0,1.443618,Left_CS+,A,-0.0226891,2.412533,-0.000792861,2.301299,349.3205,356.261,
0,7_25,11_53_53,16.40172,2,0,0,0,1.454844,Left_CS+,A,-0.0226562,2.412619,-0.0008864403,2.29452,349.3322,356.2362,
0,7_25,11_53_53,16.41271,2,0,0,0,1.465837,Left_CS+,A,-0.0225749,2.412651,-0.0009539127,2.280964,349.34,356.2303,
0,7_25,11_53_53,16.42394,2,0,0,0,1.477067,Left_CS+,A,-0.02252066,2.412723,-0.0009800196,2.266999,349.3651,356.2077,
0,7_25,11_53_53,16.43521,2,0,0,0,1.488339,Left_CS+,A,-0.02237725,2.412798,-0.0009535551,2.238318,349.3906,356.194,
0,7_25,11_53_53,16.44601,2,0,0,0,1.499141,Left_CS+,A,-0.02228212,2.412875,-0.001040578,2.203401,349.4198,356.1954,
0,7_25,11_53_53,16.45786,2,0,0,0,1.510989,Left_CS+,A,-0.02208614,2.412941,-0.001063347,2.172041,349.4506,356.201,
0,7_25,11_53_53,16.46836,2,0,0,0,1.521491,Left_CS+,A,-0.02196789,2.412993,-0.001064181,2.146537,349.4731,356.2031,
0,7_25,11_53_53,16.47938,2,0,0,0,1.532508,Left_CS+,A,-0.02180421,2.412948,-0.001067758,2.13773,349.4959,356.1999,
0,7_25,11_53_53,16.49045,2,0,0,0,1.54358,Left_CS+,A,-0.02167225,2.412925,-0.001070142,2.151542,349.5306,356.1892,
0,7_25,11_53_53,16.50151,2,0,0,0,1.554641,Left_CS+,A,-0.02156544,2.412942,-0.001051188,2.167019,349.5598,356.1738,
0,7_25,11_53_53,16.51336,2,0,0,0,1.566485,Left_CS+,A,-0.02146804,2.412872,-0.001059771,2.183277,349.5768,356.15,
0,7_25,11_53_53,16.52385,2,0,0,0,1.576976,Left_CS+,A,-0.02136803,2.412873,-0.00111413,2.217621,349.5945,356.1184,
0,7_25,11_53_53,16.53484,2,0,0,0,1.58797,Left_CS+,A,-0.02123761,2.412819,-0.001183987,2.253338,349.6038,356.1065,
0,7_25,11_53_53,16.54616,2,0,0,0,1.599282,Left_CS+,A,-0.02110159,2.412779,-0.001213193,2.297388,349.5952,356.0858,
0,7_25,11_53_53,16.55816,2,0,0,0,1.611281,Left_CS+,A,-0.02101934,2.412815,-0.001190782,2.327941,349.5965,356.0642,
0,7_25,11_53_53,16.5685,2,0,0,0,1.621631,Left_CS+,A,-0.02088642,2.41285,-0.001178384,2.32916,349.5908,356.0408,
0,7_25,11_53_53,16.57989,2,0,0,0,1.633016,Left_CS+,A,-0.02083147,2.412899,-0.00108397,2.319182,349.5891,356.0264,
0,7_25,11_53_53,16.5904,2,0,0,0,1.643531,Left_CS+,A,-0.0206784,2.412937,-0.001084447,2.313582,349.5825,356.0008,
0,7_25,11_53_53,16.60151,2,0,0,0,1.654635,Left_CS+,A,-0.02048731,2.41297,-0.0011338,2.33024,349.5725,355.967,
0,7_25,11_53_53,16.6126,2,0,0,0,1.665725,Left_CS+,A,-0.02028251,2.413007,-0.001156807,2.356893,349.5698,355.9479,
0,7_25,11_53_53,16.62417,2,0,0,0,1.677297,Left_CS+,A,-0.02012217,2.413029,-0.001238227,2.393672,349.5683,355.9157,
0,7_25,11_53_53,16.63511,2,0,0,0,1.688233,Left_CS+,A,-0.01988316,2.413054,-0.001338363,2.428648,349.5586,355.8977,
0,7_25,11_53_53,16.64605,2,0,0,0,1.699172,Left_CS+,A,-0.01966166,2.413123,-0.001439452,2.432119,349.5706,355.869,
0,7_25,11_53_53,16.65746,2,0,0,0,1.710589,Left_CS+,A,-0.01943147,2.413167,-0.001553059,2.41293,349.5992,355.8533,
0,7_25,11_53_53,16.66816,2,0,0,0,1.721282,Left_CS+,A,-0.01916909,2.413261,-0.001631021,2.385868,349.6393,355.8298,
0,7_25,11_53_53,16.67944,2,0,0,0,1.732562,Left_CS+,A,-0.01891172,2.413312,-0.001885176,2.339496,349.6636,355.8142,
0,7_25,11_53_53,16.69081,2,0,0,0,1.743934,Left_CS+,A,-0.01857567,2.413418,-0.001942992,2.307838,349.6939,355.7761,
0,7_25,11_53_53,16.70143,2,0,0,0,1.754558,Left_CS+,A,-0.01826787,2.413505,-0.002158284,2.278892,349.7364,355.7649,
0,7_25,11_53_53,16.71256,2,0,0,0,1.765689,Left_CS+,A,-0.01789045,2.413628,-0.002246857,2.270611,349.7756,355.7486,
0,7_25,11_53_53,16.72488,2,0,0,0,1.778005,Left_CS+,A,-0.01751482,2.41369,-0.002476573,2.258934,349.8146,355.7256,
0,7_25,11_53_53,16.73691,2,0,0,0,1.790032,Left_CS+,A,-0.01712167,2.413791,-0.002577424,2.233969,349.8627,355.7168,
0,7_25,11_53_53,16.74769,2,0,0,0,1.800815,Left_CS+,A,-0.01675546,2.413918,-0.002720714,2.218376,349.9107,355.721,
0,7_25,11_53_53,16.75881,2,0,0,0,1.811938,Left_CS+,A,-0.01640189,2.414073,-0.002839684,2.181236,349.9546,355.7163,
0,7_25,11_53_53,16.76883,2,0,0,0,1.821952,Left_CS+,A,-0.01602542,2.414199,-0.002961874,2.132591,349.996,355.7123,
0,7_25,11_53_53,16.77912,2,0,0,0,1.832248,Left_CS+,A,-0.01565719,2.414336,-0.003096342,2.101622,350.0324,355.691,
0,7_25,11_53_53,16.79021,2,0,0,0,1.843333,Left_CS+,A,-0.01526165,2.414428,-0.003221393,2.070182,350.0757,355.6455,
0,7_25,11_53_53,16.80137,2,0,0,0,1.854499,Left_CS+,A,-0.01488268,2.41454,-0.003341198,2.036644,350.1054,355.5818,
0,7_25,11_53_54,16.81239,2,0,0,0,1.86552,Left_CS+,A,-0.01454139,2.414667,-0.003533363,2.018567,350.1434,355.5429,
0,7_25,11_53_54,16.82402,2,0,0,0,1.877145,Left_CS+,A,-0.01413631,2.414846,-0.003684163,2.001705,350.1622,355.4961,
0,7_25,11_53_54,16.83471,2,0,0,0,1.887836,Left_CS+,A,-0.01376855,2.414969,-0.003875613,1.97772,350.2049,355.4497,
0,7_25,11_53_54,16.84598,2,0,0,0,1.899108,Left_CS+,A,-0.01335049,2.415121,-0.004081368,1.964068,350.2396,355.4038,
0,7_25,11_53_54,16.85688,2,0,0,0,1.910008,Left_CS+,A,-0.0129236,2.415297,-0.004298925,1.952001,350.2904,355.3695,
0,7_25,11_53_54,16.86809,2,0,0,0,1.921214,Left_CS+,A,-0.01249385,2.415461,-0.004484653,1.938602,350.3329,355.3355,
0,7_25,11_53_54,16.87907,2,0,0,0,1.932197,Left_CS+,A,-0.01215553,2.415571,-0.004619479,1.902172,350.387,355.2939,
0,7_25,11_53_54,16.89019,2,0,0,0,1.943315,Left_CS+,A,-0.0118072,2.415679,-0.004830003,1.872318,350.4478,355.2708,
0,7_25,11_53_54,16.90129,2,0,0,0,1.954413,Left_CS+,A,-0.01142037,2.415779,-0.005009174,1.813115,350.5045,355.2248,
0,7_25,11_53_54,16.91236,2,0,0,0,1.965482,Left_CS+,A,-0.01102519,2.415931,-0.005158067,1.769538,350.5605,355.1945,
0,7_25,11_53_54,16.92352,2,0,0,0,1.976651,Left_CS+,A,-0.01063311,2.416081,-0.005363584,1.731742,350.615,355.1714,
0,7_25,11_53_54,16.93461,2,0,0,0,1.987737,Left_CS+,A,-0.01032495,2.416183,-0.005555987,1.703821,350.6819,355.1463,
0,7_25,11_53_54,16.94584,2,0,0,0,1.998963,Left_CS+,A,-0.009977221,2.416301,-0.005680442,1.673622,350.7246,355.1266,
0,7_25,11_53_54,16.95774,2,0,0,0,2.010867,Left_CS+,A,-0.009566545,2.416375,-0.005851746,1.648145,350.7702,355.0887,
0,7_25,11_53_54,16.96804,2,0,0,0,2.021167,Left_CS+,A,-0.00917232,2.416522,-0.005977154,1.636422,350.8134,355.0671,
0,7_25,11_53_54,16.97907,2,0,0,0,2.032201,Left_CS+,A,-0.00880909,2.416574,-0.006213188,1.593704,350.8617,355.044,
0,7_25,11_53_54,16.99022,2,0,0,0,2.043342,Left_CS+,A,-0.008430839,2.416663,-0.00630343,1.570902,350.8999,355.0056,
0,7_25,11_53_54,17.00126,2,0,0,0,2.054389,Left_CS+,A,-0.008168697,2.416734,-0.006410241,1.540017,350.9354,354.9599,
0,7_25,11_53_54,17.01239,2,0,0,0,2.065515,Left_CS+,A,-0.0079391,2.416734,-0.006548524,1.520875,350.973,354.9243,
0,7_25,11_53_54,17.02346,2,0,0,0,2.076587,Left_CS+,A,-0.007707596,2.416814,-0.006636381,1.507154,351.0097,354.8765,
0,7_25,11_53_54,17.03473,2,0,0,0,2.087853,Left_CS+,A,-0.007475376,2.416746,-0.006748676,1.475804,351.037,354.8481,
0,7_25,11_53_54,17.04566,2,0,0,0,2.098783,Left_CS+,A,-0.007215023,2.416698,-0.006766677,1.455871,351.0706,354.8253,
0,7_25,11_53_54,17.05687,2,0,0,0,2.11,Left_CS+,A,-0.007013083,2.416704,-0.006749868,1.443295,351.1121,354.8095,
0,7_25,11_53_54,17.06799,2,0,0,0,2.121116,Left_CS+,A,-0.006805301,2.41669,-0.006736279,1.439988,351.1415,354.8089,
0,7_25,11_53_54,17.07916,2,0,0,0,2.132291,Left_CS+,A,-0.006637812,2.416742,-0.006800175,1.442617,351.1676,354.7953,
0,7_25,11_53_54,17.09027,2,0,0,0,2.143395,Left_CS+,A,-0.006442428,2.416768,-0.006777763,1.452271,351.1912,354.7767,
0,7_25,11_53_54,17.10174,2,0,0,0,2.154868,Left_CS+,A,-0.006293058,2.416711,-0.006700993,1.452094,351.2006,354.7411,
0,7_25,11_53_54,17.11249,2,0,0,0,2.165618,Left_CS+,A,-0.006138325,2.416737,-0.00666666,1.474845,351.2123,354.7211,
0,7_25,11_53_54,17.12349,2,0,0,0,2.176618,Left_CS+,A,-0.006039858,2.416678,-0.006716847,1.493758,351.201,354.7102,
0,7_25,11_53_54,17.13457,2,0,0,0,2.187696,Left_CS+,A,-0.005893111,2.416678,-0.006694555,1.536847,351.1905,354.7025,
0,7_25,11_53_54,17.14576,2,0,0,0,2.198884,Left_CS+,A,-0.005828738,2.416579,-0.006696463,1.584212,351.1699,354.7088,
0,7_25,11_53_54,17.15808,2,0,0,0,2.211205,Left_CS+,A,-0.005761147,2.416474,-0.006709933,1.606516,351.1493,354.7095,
0,7_25,11_53_54,17.16791,2,0,0,0,2.221036,Left_CS+,A,-0.005695462,2.416486,-0.006707072,1.634758,351.139,354.714,
0,7_25,11_53_54,17.17939,2,0,0,0,2.232514,Left_CS+,A,-0.005647659,2.416464,-0.006713629,1.624102,351.1185,354.7083,
0,7_25,11_53_54,17.19058,2,0,0,0,2.243711,Left_CS+,A,-0.005619645,2.416478,-0.006696939,1.589384,351.0939,354.6987,
0,7_25,11_53_54,17.20121,2,0,0,0,2.254336,Left_CS+,A,-0.005677819,2.41652,-0.006572008,1.569405,351.0808,354.6739,
0,7_25,11_53_54,17.21233,2,0,0,0,2.26546,Left_CS+,A,-0.005751014,2.416435,-0.006613135,1.54558,351.0701,354.6588,
0,7_25,11_53_54,17.22359,2,0,0,0,2.276715,Left_CS+,A,-0.005771279,2.416429,-0.006611347,1.546385,351.0626,354.6436,
0,7_25,11_53_54,17.2348,2,0,0,0,2.287927,Left_CS+,A,-0.005852699,2.416329,-0.006608486,1.551847,351.0681,354.6393,
0,7_25,11_53_54,17.24562,2,0,0,0,2.298747,Left_CS+,A,-0.00588429,2.416258,-0.006623983,1.568761,351.0824,354.6565,
0,7_25,11_53_54,17.25727,2,0,0,0,2.310401,Left_CS+,A,-0.005891204,2.416243,-0.006649971,1.568561,351.0801,354.6728,
0,7_25,11_53_54,17.26835,2,0,0,0,2.321473,Left_CS+,A,-0.005913973,2.416221,-0.006652594,1.580913,351.0846,354.6962,
0,7_25,11_53_54,17.27896,2,0,0,0,2.332086,Left_CS+,A,-0.005870104,2.416232,-0.006742477,1.57956,351.0983,354.7138,
0,7_25,11_53_54,17.29011,2,0,0,0,2.34324,Left_CS+,A,-0.005898476,2.416229,-0.006737828,1.559041,351.1088,354.7036,
0,7_25,11_53_54,17.30123,2,0,0,0,2.354352,Left_CS+,A,-0.006006479,2.416271,-0.006701112,1.558569,351.1338,354.6837,
0,7_25,11_53_54,17.31232,2,0,0,0,2.365445,Left_CS+,A,-0.006081343,2.416261,-0.006688118,1.557693,351.1553,354.6778,
0,7_25,11_53_54,17.32339,2,0,0,0,2.376521,Left_CS+,A,-0.006171942,2.41624,-0.006609201,1.577016,351.1471,354.6671,
0,7_25,11_53_54,17.3348,2,0,0,0,2.387923,Left_CS+,A,-0.006294131,2.416276,-0.006592393,1.590629,351.1458,354.6822,
0,7_25,11_53_54,17.34569,2,0,0,0,2.398818,Left_CS+,A,-0.006411314,2.416274,-0.00660944,1.621404,351.1225,354.6905,
0,7_25,11_53_54,17.35704,2,0,0,0,2.410169,Left_CS+,A,-0.006509185,2.416288,-0.006715298,1.628207,351.1178,354.7133,
0,7_25,11_53_54,17.36805,2,0,0,0,2.421174,Left_CS+,A,-0.006632566,2.416294,-0.006715894,1.633788,351.0918,354.7338,
0,7_25,11_53_54,17.39004,2,0,0,0,2.44317,Left_CS+,A,-0.006860733,2.416295,-0.006561637,1.648228,351.0444,354.756,
0,7_25,11_53_54,17.40112,2,0,0,0,2.454251,Left_CS+,A,-0.007070422,2.416286,-0.006528378,1.65759,351.0166,354.7601,
0,7_25,11_53_54,17.4122,2,0,0,0,2.465331,Left_CS+,A,-0.007216811,2.416234,-0.006490707,1.68745,350.9916,354.7514,
0,7_25,11_53_54,17.42342,2,0,0,0,2.476544,Left_CS+,A,-0.007409334,2.416113,-0.006375909,1.703424,350.9816,354.7475,
0,7_25,11_53_54,17.43445,2,0,0,0,2.487575,Left_CS+,A,-0.007600427,2.416092,-0.006323457,1.73716,350.9544,354.7365,
0,7_25,11_53_54,17.44557,2,0,0,0,2.498698,Left_CS+,A,-0.007787466,2.416056,-0.00628531,1.764688,350.9492,354.7578,
0,7_25,11_53_54,17.45746,2,0,0,0,2.510583,Left_CS+,A,-0.007951856,2.415931,-0.006229281,1.769921,350.9271,354.782,
0,7_25,11_53_54,17.468,2,0,0,0,2.521125,Left_CS+,A,-0.008094668,2.415916,-0.006167889,1.778132,350.9106,354.8006,
0,7_25,11_53_54,17.47897,2,0,0,0,2.532092,Left_CS+,A,-0.008226275,2.41581,-0.006170988,1.781532,350.8986,354.8139,
0,7_25,11_53_54,17.4905,2,0,0,0,2.543628,Left_CS+,A,-0.008391857,2.415762,-0.006118059,1.791897,350.8767,354.8181,
0,7_25,11_53_54,17.50142,2,0,0,0,2.554551,Left_CS+,A,-0.008588791,2.415717,-0.006080747,1.803202,350.8711,354.8225,
0,7_25,11_53_54,17.51258,2,0,0,0,2.565707,Left_CS+,A,-0.008832216,2.41562,-0.006073117,1.822713,350.8713,354.8262,
0,7_25,11_53_54,17.52334,2,0,0,0,2.576468,Left_CS+,A,-0.009031653,2.415574,-0.005965471,1.864715,350.8619,354.8343,
0,7_25,11_53_54,17.53477,2,0,0,0,2.587892,Left_CS+,A,-0.009179711,2.415468,-0.006043077,1.904813,350.8638,354.8503,
0,7_25,11_53_54,17.54552,2,0,0,0,2.598641,Left_CS+,A,-0.009367943,2.415404,-0.006002784,1.938381,350.856,354.8737,
0,7_25,11_53_54,17.5567,2,0,0,0,2.60983,Left_CS+,A,-0.009485364,2.415375,-0.005868912,1.963025,350.8548,354.9051,
0,7_25,11_53_54,17.56772,2,0,0,0,2.620849,Left_CS+,A,-0.009662151,2.415311,-0.005810618,1.958303,350.8448,354.9211,
0,7_25,11_53_54,17.57887,2,0,0,0,2.632001,Left_CS+,A,-0.009906888,2.415251,-0.005720973,1.962231,350.8379,354.9482,
0,7_25,11_53_54,17.59005,2,0,0,0,2.643174,Left_CS+,A,-0.01009309,2.415253,-0.005611658,1.957801,350.8405,354.9682,
0,7_25,11_53_54,17.60121,2,0,0,0,2.654332,Left_CS+,A,-0.01028347,2.415237,-0.005482078,1.953873,350.8353,354.9792,
0,7_25,11_53_54,17.61218,2,0,0,0,2.665303,Left_CS+,A,-0.01041639,2.415253,-0.005359411,1.970385,350.8393,354.9869,
0,7_25,11_53_54,17.62329,2,0,0,0,2.676412,Left_CS+,A,-0.01057744,2.415158,-0.005302668,1.988299,350.8319,354.9998,
0,7_25,11_53_54,17.63445,2,0,0,0,2.687577,Left_CS+,A,-0.01086128,2.415135,-0.005181909,2.032016,350.8238,355.0191,
0,7_25,11_53_54,17.64548,2,0,0,0,2.698611,Left_CS+,A,-0.01105833,2.415074,-0.005134821,2.079949,350.8175,355.0393,
0,7_25,11_53_54,17.65661,2,0,0,0,2.709741,Left_CS+,A,-0.01133084,2.41494,-0.005128384,2.117575,350.8077,355.0765,
0,7_25,11_53_54,17.66766,2,0,0,0,2.720784,Left_CS+,A,-0.0115248,2.414867,-0.005073786,2.137792,350.7968,355.114,
0,7_25,11_53_54,17.67882,2,0,0,0,2.73195,Left_CS+,A,-0.01171458,2.414808,-0.00496161,2.143865,350.783,355.1429,
0,7_25,11_53_54,17.68989,2,0,0,0,2.743012,Left_CS+,A,-0.01191032,2.414748,-0.004900932,2.140024,350.7722,355.1669,
0,7_25,11_53_54,17.70192,2,0,0,0,2.75505,Left_CS+,A,-0.01212609,2.414716,-0.004849315,2.153742,350.7616,355.1797,
0,7_25,11_53_54,17.71214,2,0,0,0,2.765267,Left_CS+,A,-0.0122956,2.414664,-0.004787803,2.170465,350.7439,355.1969,
0,7_25,11_53_54,17.72326,2,0,0,0,2.776389,Left_CS+,A,-0.01248348,2.414639,-0.004749179,2.187441,350.7112,355.2112,
0,7_25,11_53_54,17.73587,2,0,0,0,2.788999,Left_CS+,A,-0.0126586,2.414561,-0.004784703,2.212328,350.6815,355.2226,
0,7_25,11_53_54,17.74711,2,0,0,0,2.800235,Left_CS+,A,-0.01279497,2.414502,-0.0047822,2.237055,350.6601,355.2345,
0,7_25,11_53_54,17.75647,2,0,0,0,2.8096,Left_CS+,A,-0.01286089,2.414458,-0.004873633,2.246116,350.645,355.2635,
0,7_25,11_53_54,17.76766,2,0,0,0,2.82079,Left_CS+,A,-0.01296449,2.414459,-0.004855514,2.248873,350.6304,355.2851,
0,7_25,11_53_54,17.77924,2,0,0,0,2.83237,Left_CS+,A,-0.01295531,2.414491,-0.004822731,2.237381,350.6211,355.3157,
0,7_25,11_53_54,17.79093,2,0,0,0,2.844056,Left_CS+,A,-0.01302469,2.414483,-0.004806042,2.219217,350.61,355.3288,
0,7_25,11_53_54,17.80101,2,0,0,0,2.854135,Left_CS+,A,-0.01302135,2.414429,-0.00483346,2.215106,350.6008,355.3224,
0,7_25,11_53_55,17.81251,2,0,0,0,2.865636,Left_CS+,A,-0.0130583,2.414421,-0.004828453,2.213372,350.6146,355.3058,
0,7_25,11_53_55,17.82352,2,0,0,0,2.876643,Left_CS+,A,-0.0131073,2.414401,-0.004767776,2.216906,350.6205,355.284,
0,7_25,11_53_55,17.83429,2,0,0,0,2.887412,Left_CS+,A,-0.01319933,2.414363,-0.004757285,2.240166,350.6382,355.2831,
0,7_25,11_53_55,17.84564,2,0,0,0,2.898767,Left_CS+,A,-0.0132041,2.414348,-0.004758477,2.228475,350.6575,355.2803,
0,7_25,11_53_55,17.85681,2,0,0,0,2.909938,Left_CS+,A,-0.01315379,2.414382,-0.004764318,2.2308,350.6814,355.2942,
0,7_25,11_53_55,17.86766,2,0,0,0,2.920783,Left_CS+,A,-0.01314998,2.414366,-0.004772902,2.221777,350.7125,355.3116,
0,7_25,11_53_55,17.87901,2,0,0,0,2.932139,Left_CS+,A,-0.01310837,2.414358,-0.004754305,2.230293,350.721,355.3302,
0,7_25,11_53_55,17.88993,2,0,0,0,2.943059,Left_CS+,A,-0.01313996,2.414295,-0.00478828,2.239549,350.7504,355.3511,
0,7_25,11_53_55,17.901,2,0,0,0,2.954131,Left_CS+,A,-0.01313376,2.414299,-0.004805207,2.245906,350.7746,355.3652,
0,7_25,11_53_55,17.91197,2,0,0,0,2.965095,Left_CS+,A,-0.01307714,2.414237,-0.004848838,2.251065,350.8043,355.3773,
0,7_25,11_53_55,17.92352,2,0,0,0,2.976651,Left_CS+,A,-0.01302898,2.41422,-0.004863977,2.247571,350.8316,355.3694,
0,7_25,11_53_55,17.93458,2,0,0,0,2.987702,Left_CS+,A,-0.01295567,2.414223,-0.004850626,2.240919,350.8622,355.3575,
0,7_25,11_53_55,17.94582,2,0,0,0,2.998944,Left_CS+,A,-0.01289678,2.414209,-0.00486517,2.225803,350.8744,355.3453,
0,7_25,11_53_55,17.95719,2,0,0,0,3.010312,Left_CS+,A,-0.01274621,2.414271,-0.004842401,2.235061,350.8966,355.3408,
0,7_25,11_53_55,17.96762,2,0,0,0,3.020749,Left_CS+,A,-0.01267397,2.414258,-0.004868746,2.249017,350.9064,355.3383,
0,7_25,11_53_55,17.97863,2,0,0,0,3.031758,Left_CS+,A,-0.01244748,2.414287,-0.004849434,2.266511,350.9102,355.3402,
0,7_25,11_53_55,17.98974,2,0,0,0,3.042863,Left_CS+,A,-0.01237023,2.414258,-0.004880428,2.290893,350.9232,355.333,
0,7_25,11_53_55,18.00144,2,0,0,0,3.054568,Left_CS+,A,-0.01232111,2.414246,-0.00485754,2.286734,350.9405,355.3166,
0,7_25,11_53_55,18.01202,2,0,0,0,3.065143,Left_CS+,A,-0.01233745,2.414198,-0.004943848,2.276595,350.9612,355.3203,
0,7_25,11_53_55,18.0236,2,0,0,0,3.07673,Left_CS+,A,-0.01227713,2.414232,-0.00496459,2.274651,350.9756,355.2998,
0,7_25,11_53_55,18.03552,2,0,0,0,3.088647,Left_CS+,A,-0.0121969,2.414249,-0.004991412,2.270318,350.9918,355.2931,
0,7_25,11_53_55,18.04656,2,0,0,0,3.099683,Left_CS+,A,-0.01214254,2.414268,-0.005009413,2.277363,350.9958,355.273,
0,7_25,11_53_55,18.05651,2,0,0,0,3.109632,Left_CS+,A,-0.01212525,2.414232,-0.004981041,2.290661,350.9939,355.2769,
0,7_25,11_53_55,18.06747,2,0,0,0,3.120601,Left_CS+,A,-0.01208246,2.414213,-0.004990816,2.289227,351.0091,355.284,
0,7_25,11_53_55,18.07866,2,0,0,0,3.131782,Left_CS+,A,-0.01211762,2.414149,-0.004856825,2.287228,351.0248,355.3086,
0,7_25,11_53_55,18.08969,2,0,0,0,3.142821,Left_CS+,A,-0.01213348,2.414121,-0.004873753,2.267689,351.0355,355.3212,
0,7_25,11_53_55,18.10086,2,0,0,0,3.153989,Left_CS+,A,-0.01214659,2.414234,-0.004834056,2.258898,351.0509,355.3318,
0,7_25,11_53_55,18.11228,2,0,0,0,3.165406,Left_CS+,A,-0.01212025,2.414268,-0.004824638,2.245653,351.0746,355.3113,
0,7_25,11_53_55,18.1231,2,0,0,0,3.176229,Left_CS+,A,-0.01210749,2.414303,-0.004809022,2.231225,351.0915,355.2992,
0,7_25,11_53_55,18.13514,2,0,0,0,3.18827,Left_CS+,A,-0.01206839,2.414307,-0.004838467,2.234643,351.1044,355.2854,
0,7_25,11_53_55,18.14596,2,0,0,0,3.199082,Left_CS+,A,-0.01205826,2.414295,-0.004845381,2.234803,351.117,355.2843,
0,7_25,11_53_55,18.15638,2,0,0,0,3.209506,Left_CS+,A,-0.0120281,2.414276,-0.004826188,2.25211,351.1422,355.2999,
0,7_25,11_53_55,18.16747,2,0,0,0,3.220593,Left_CS+,A,-0.01200044,2.414239,-0.004831076,2.270968,351.1418,355.299,
0,7_25,11_53_55,18.17872,2,0,0,0,3.231849,Left_CS+,A,-0.01196349,2.414225,-0.004802227,2.295665,351.1451,355.3246,
0,7_25,11_53_55,18.19003,2,0,0,0,3.243154,Left_CS+,A,-0.01189876,2.414228,-0.004802227,2.32163,351.1496,355.3244,
0,7_25,11_53_55,18.20078,2,0,0,0,3.253903,Left_CS+,A,-0.01183164,2.414163,-0.004828572,2.323926,351.161,355.3187,
0,7_25,11_53_55,18.21186,2,0,0,0,3.264983,Left_CS+,A,-0.01178801,2.414178,-0.00481379,2.336376,351.1749,355.3188,
0,7_25,11_53_55,18.22301,2,0,0,0,3.276132,Left_CS+,A,-0.01176155,2.414164,-0.004820585,2.33991,351.1916,355.3074,
0,7_25,11_53_55,18.23436,2,0,0,0,3.287484,Left_CS+,A,-0.0117228,2.414129,-0.004868627,2.347342,351.198,355.2957,
0,7_25,11_53_55,18.24532,2,0,0,0,3.298442,Left_CS+,A,-0.01169419,2.414126,-0.004906297,2.374724,351.218,355.2893,
0,7_25,11_53_55,18.25627,2,0,0,0,3.309394,Left_CS+,A,-0.01158714,2.414125,-0.004965186,2.377359,351.2294,355.2932,
0,7_25,11_53_55,18.26737,2,0,0,0,3.320495,Left_CS+,A,-0.01152575,2.414143,-0.0050174,2.385751,351.2289,355.3059,
0,7_25,11_53_55,18.27853,2,0,0,0,3.331653,Left_CS+,A,-0.01133895,2.414194,-0.005096197,2.380202,351.2442,355.3264,
0,7_25,11_53_55,18.28991,2,0,0,0,3.343034,Left_CS+,A,-0.01117396,2.414283,-0.005102277,2.383156,351.2405,355.3661,
0,7_25,11_53_55,18.30157,2,0,0,0,3.354695,Left_CS+,A,-0.01110244,2.414373,-0.005177855,2.374797,351.2505,355.3972,
0,7_25,11_53_55,18.3126,2,0,0,0,3.365724,Left_CS+,A,-0.01102507,2.414468,-0.005098224,2.378165,351.2589,355.4198,
0,7_25,11_53_55,18.324,2,0,0,0,3.377128,Left_CS+,A,-0.01091468,2.414514,-0.005158782,2.362004,351.2814,355.4107,
0,7_25,11_53_55,18.3354,2,0,0,0,3.388528,Left_CS+,A,-0.01084793,2.414515,-0.005269647,2.344033,351.3087,355.4052,
0,7_25,11_53_55,18.34611,2,0,0,0,3.399232,Left_CS+,A,-0.01072228,2.414609,-0.005367398,2.329525,351.3343,355.3756,
0,7_25,11_53_55,18.35658,2,0,0,0,3.409711,Left_CS+,A,-0.0105499,2.414752,-0.005463243,2.320444,351.3568,355.3693,
