SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,Stage,Context,screenFixationX,screenFixationY,gazeFixationX,gazeFixationY,gazeFixationZ,localGazeX,localGazeY,localGazeZ,leftEyePositionX,leftEyePositionY,leftEyePositionZ,rightEyePositionX,rightEyePositionY,rightEyePositionZ,leftEyeRotationX,leftEyeRotationY,leftEyeRotationZ,rightEyeRotationX,rightEyeRotationY,rightEyeRotationZ,leftEyePupilSize,rightEyePupilSize,leftEyeOpenAmount,rightEyeOpenAmount,GazeHitPointX,GazeHitPointY,GazeHitPointZ,GameObjectInFocus
0,7_25,11_53_0,4.286494,1,0,0,0,0,InstructionPhase,A,1.17, 0.48,-0.31, 2.86, 2.04,0.00, 0.00, 1.00,35.81, 3.20, -28.46,-33.90, 2.51, -26.36,0.00, 0.00, 0.00,0.00, 0.00, 0.00,,,1,1
0,7_25,11_53_41,4.306494,1,0,0,0,0.01999998,InstructionPhase,A,0.45, 0.53,-0.22, 2.38, 2.07,-0.03, -0.04, 1.00,33.50, 1.85, -35.69,-31.37, 0.64, -33.79,0.02, -0.04, 1.00,0.04, -0.04, 1.00,3.335617,3.290283,1,1,0.06259689,1.883421,5.555975,MiddleDoor
0,7_25,11_53_41,4.639827,1,0,0,0,0.353333,InstructionPhase,A,0.46, 0.51,-0.22, 2.38, 2.07,-0.03, -0.04, 1.00,33.50, 1.83, -35.66,-31.37, 0.63, -33.77,0.02, -0.04, 1.00,0.04, -0.04, 1.00,3.394135,3.342896,1,1,0.03362526,1.920169,5.555975,MiddleDoor
0,7_25,11_53_41,4.699948,1,0,0,0,0.4134536,InstructionPhase,A,0.46, 0.51,-0.21, 2.38, 2.07,-0.03, -0.04, 1.00,33.51, 1.81, -35.61,-31.36, 0.55, -33.56,0.02, -0.04, 1.00,0.04, -0.04, 1.00,3.480423,3.678894,1,1,0.06761733,1.920746,5.555975,MiddleDoor
0,7_25,11_53_41,4.778616,1,0,0,0,0.4921222,InstructionPhase,A,0.46, 0.51,-0.22, 2.38, 2.07,-0.03, -0.04, 1.00,33.50, 1.80, -35.58,-31.36, 0.54, -33.56,0.02, -0.04, 1.00,0.04, -0.05, 1.00,3.504395,3.682266,1,1,0.04835005,1.919867,5.555975,MiddleDoor
0,7_25,11_53_41,4.790791,1,0,0,0,0.5042968,InstructionPhase,A,0.46, 0.51,-0.22, 2.38, 2.07,-0.03, -0.04, 1.00,33.50, 1.80, -35.58,-31.36, 0.55, -33.57,0.02, -0.04, 1.00,0.04, -0.05, 1.00,3.504562,3.685257,1,1,0.04432292,1.916033,5.555975,MiddleDoor
0,7_25,11_53_41,4.800775,1,0,0,0,0.5142808,InstructionPhase,A,0.47, 0.51,-0.22, 2.38, 2.07,-0.03, -0.04, 1.00,33.50, 1.78, -35.54,-31.36, 0.55, -33.57,0.02, -0.04, 1.00,0.04, -0.05, 1.00,3.542358,3.688065,1,1,0.05097605,1.915876,5.555975,MiddleDoor
0,7_25,11_53_42,4.812296,1,0,0,0,0.5258017,InstructionPhase,A,0.47, 0.51,-0.22, 2.38, 2.07,-0.03, -0.04, 1.00,33.50, 1.77, -35.48,-31.36, 0.55, -33.57,0.02, -0.04, 1.00,0.04, -0.05, 1.00,3.569519,3.711823,1,1,0.04971294,1.912764,5.555975,MiddleDoor
0,7_25,11_53_42,4.821854,1,0,0,0,0.5353594,InstructionPhase,A,0.47, 0.51,-0.22, 2.38, 2.07,-0.03, -0.04, 1.00,33.50, 1.77, -35.47,-31.36, 0.55, -33.57,0.02, -0.04, 1.00,0.04, -0.05, 1.00,3.572769,3.718674,1,1,0.04781576,1.911389,5.555975,MiddleDoor
0,7_25,11_53_42,4.849429,1,0,0,0,0.5629344,InstructionPhase,A,0.47, 0.51,-0.21, 2.38, 2.07,-0.02, -0.04, 1.00,33.47, 1.79, -35.45,-31.37, 0.65, -33.85,0.01, -0.04, 1.00,0.04, -0.05, 1.00,3.693314,3.850739,1,1,0.09698832,1.917734,5.555975,MiddleDoor
0,7_25,11_53_42,4.882797,1,0,0,0,0.596303,InstructionPhase,A,0.47, 0.51,-0.21, 2.38, 2.07,-0.03, -0.04, 1.00,33.46, 1.75, -35.29,-31.38, 0.65, -33.75,0.02, -0.03, 1.00,0.04, -0.05, 1.00,3.725922,3.885132,1,1,0.06963235,1.952631,5.555975,MiddleDoor
0,7_25,11_53_42,4.893156,1,0,0,0,0.6066618,InstructionPhase,A,0.47, 0.51,-0.21, 2.38, 2.07,-0.03, -0.04, 1.00,33.46, 1.74, -35.29,-31.37, 0.65, -33.75,0.02, -0.03, 1.00,0.04, -0.05, 1.00,3.72261,3.904053,1,1,0.06272149,1.938807,5.555975,MiddleDoor
0,7_25,11_53_42,4.90231,1,0,0,0,0.6158156,InstructionPhase,A,0.46, 0.51,-0.22, 2.38, 2.07,-0.03, -0.04, 1.00,33.46, 1.74, -35.28,-31.37, 0.64, -33.73,0.02, -0.03, 1.00,0.04, -0.05, 1.00,3.726074,3.913422,1,1,0.05164652,1.926241,5.555975,MiddleDoor
0,7_25,11_53_42,4.913094,1,0,0,0,0.6265998,InstructionPhase,A,0.46, 0.51,-0.22, 2.38, 2.07,-0.03, -0.04, 1.00,33.45, 1.74, -35.26,-31.37, 0.64, -33.71,0.02, -0.03, 1.00,0.04, -0.06, 1.00,3.748505,3.923279,1,1,0.06140468,1.934521,5.555975,MiddleDoor
0,7_25,11_53_42,4.924159,1,0,0,0,0.6376648,InstructionPhase,A,0.46, 0.51,-0.21, 2.38, 2.07,-0.03, -0.04, 1.00,33.45, 1.74, -35.26,-31.37, 0.63, -33.70,0.02, -0.03, 1.00,0.04, -0.06, 1.00,3.750443,3.924149,1,1,0.06389257,1.936521,5.555975,MiddleDoor
0,7_25,11_53_42,4.946451,1,0,0,0,0.6599565,InstructionPhase,A,0.47, 0.51,-0.21, 2.38, 2.07,-0.03, -0.04, 1.00,33.45, 1.73, -35.25,-31.37, 0.61, -33.64,0.02, -0.03, 1.00,0.04, -0.06, 1.00,3.748581,3.941025,1,1,0.08320624,1.94258,5.555975,MiddleDoor
