SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,Stage,xPos,yPos,zPos,xRot,yRot,zRot
0,7_2,11_36_41,5.530061,1,0,0,1,0.6769977,InstructionPhase,-0.0260148,2.565267,0.2499372,3.480573,357.9295,358.7351,
0,7_2,11_36_41,5.542335,1,0,0,1,0.689271,InstructionPhase,-0.0260452,2.565238,0.2498776,3.470062,357.9384,358.7323,
0,7_2,11_36_41,5.556695,1,0,0,1,0.7036309,InstructionPhase,-0.02598786,2.565257,0.2497846,3.474001,357.9316,358.7301,
0,7_2,11_36_41,5.569344,1,0,0,1,0.7162805,InstructionPhase,-0.02597797,2.565256,0.2497754,3.473652,357.9429,358.722,
0,7_2,11_36_41,5.58271,1,0,0,1,0.7296467,InstructionPhase,-0.02587402,2.565264,0.2498158,3.482292,357.946,358.7093,
0,7_2,11_36_41,5.595773,1,0,0,1,0.7427096,InstructionPhase,-0.02585232,2.56526,0.2497883,3.484133,357.9642,358.7038,
0,7_2,11_36_41,5.607866,1,0,0,1,0.7548027,InstructionPhase,-0.02588236,2.565241,0.2498071,3.485373,357.9751,358.7036,
0,7_2,11_36_41,5.621797,1,0,0,1,0.7687335,InstructionPhase,-0.02586424,2.56523,0.2497789,3.477141,357.9774,358.7116,
0,7_2,11_36_41,5.634197,1,0,0,1,0.7811337,InstructionPhase,-0.02582049,2.56526,0.2497666,3.488829,357.9789,358.7229,
0,7_2,11_36_41,5.648923,1,0,0,1,0.7958593,InstructionPhase,-0.02575243,2.565295,0.2497352,3.479399,357.9943,358.7265,
0,7_2,11_36_41,5.661334,1,0,0,1,0.80827,InstructionPhase,-0.02569854,2.56531,0.2496982,3.467213,358.0019,358.7203,
0,7_2,11_36_41,5.674469,1,0,0,1,0.8214059,InstructionPhase,-0.02569211,2.565305,0.2496912,3.45751,358.0192,358.7079,
0,7_2,11_36_42,5.687526,1,0,0,1,0.8344622,InstructionPhase,-0.02560282,2.565375,0.2497263,3.442992,358.0119,358.6971,
0,7_2,11_36_42,5.699539,1,0,0,1,0.8464751,InstructionPhase,-0.02567613,2.565333,0.2496176,3.428345,358.0142,358.7042,
0,7_2,11_36_42,5.714063,1,0,0,1,0.8609991,InstructionPhase,-0.02564645,2.565324,0.2496139,3.4239,358.0222,358.7176,
0,7_2,11_36_42,5.726975,1,0,0,1,0.8739114,InstructionPhase,-0.0255779,2.565335,0.2495689,3.42598,358.0308,358.7137,
0,7_2,11_36_42,5.739845,1,0,0,1,0.8867817,InstructionPhase,-0.0255264,2.565378,0.2496396,3.433108,358.039,358.6957,
0,7_2,11_36_42,5.752739,1,0,0,1,0.8996758,InstructionPhase,-0.02549958,2.565372,0.2496341,3.434062,358.0324,358.6775,
0,7_2,11_36_42,5.765345,1,0,0,1,0.9122815,InstructionPhase,-0.0255357,2.565331,0.2495552,3.449336,358.0293,358.6754,
0,7_2,11_36_42,5.778746,1,0,0,1,0.9256825,InstructionPhase,-0.02550566,2.565343,0.2495328,3.454787,358.0388,358.6701,
