SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,screenFixationX,screenFixationY,gazeFixationX,gazeFixationY,gazeFixationZ,localGazeX,localGazeY,localGazeZ,leftEyePositionX,leftEyePositionY,leftEyePositionZ,rightEyePositionX,rightEyePositionY,rightEyePositionZ,leftEyeRotationX,leftEyeRotationY,leftEyeRotationZ,rightEyeRotationX,rightEyeRotationY,rightEyeRotationZ,leftEyePupilSize,rightEyePupilSize,leftEyeOpenAmount,rightEyeOpenAmount,GazeHitPointX,GazeHitPointY,GazeHitPointZ,GameObjectInFocus
0,6_16,10_10_11,3.255607,1,0,0,0,0.01449704,0.89, 0.41,0.97, 1.03, 1.06,0.06, -0.07, 1.00,30.36, 2.02, -37.92,-32.91, 1.51, -40.24,-0.08, -0.07, 0.99,-0.03, -0.06, 1.00,2.441559,2.325287,1,1,0.7634614,2.085749,8.777755,Front Wall
0,6_16,10_10_11,3.272381,1,0,0,0,0.03127027,0.89, 0.41,0.97, 1.03, 1.05,0.06, -0.07, 1.00,30.37, 2.00, -37.88,-32.90, 1.51, -40.26,-0.08, -0.07, 0.99,-0.03, -0.06, 1.00,2.442337,2.325058,1,1,0.7633477,2.102769,8.777755,Front Wall
0,6_16,10_10_11,3.284431,1,0,0,0,0.04332089,0.89, 0.41,0.97, 1.03, 1.05,0.06, -0.07, 1.00,30.38, 1.99, -37.87,-32.89, 1.54, -40.39,-0.08, -0.07, 0.99,-0.02, -0.06, 1.00,2.442062,2.309631,1,1,0.8046319,2.114739,8.777755,Front Wall
0,6_16,10_10_11,3.295471,1,0,0,0,0.0543611,0.89, 0.41,0.97, 1.03, 1.05,0.06, -0.07, 1.00,30.39, 1.99, -37.86,-32.88, 1.57, -40.51,-0.08, -0.07, 0.99,-0.02, -0.06, 1.00,2.440308,2.307526,1,1,0.8727574,2.104194,8.777755,Front Wall
0,6_16,10_10_11,3.307076,1,0,0,0,0.06596613,0.89, 0.41,0.97, 1.03, 1.05,0.06, -0.07, 1.00,30.39, 1.99, -37.85,-32.88, 1.59, -40.56,-0.08, -0.07, 0.99,-0.02, -0.06, 1.00,2.440613,2.27356,1,1,0.9422868,2.091033,8.777755,Front Wall
0,6_16,10_10_11,3.318049,1,0,0,0,0.07693863,0.89, 0.41,0.98, 1.03, 1.05,0.06, -0.07, 1.00,30.40, 1.97, -37.81,-32.79, 2.07, -42.09,-0.08, -0.07, 0.99,-0.03, -0.07, 1.00,2.423218,2.240387,1,1,0.9849511,2.067122,8.777755,Front Wall
0,6_16,10_10_11,3.328709,1,0,0,0,0.08759832,0.89, 0.41,0.98, 1.03, 1.05,0.06, -0.07, 1.00,30.41, 1.96, -37.80,-32.79, 2.07, -42.09,-0.08, -0.07, 0.99,-0.03, -0.07, 1.00,2.421082,2.243134,1,1,0.9791138,2.08039,8.777755,Front Wall
0,6_16,10_10_11,3.340608,1,0,0,0,0.0994978,0.89, 0.41,0.98, 1.03, 1.05,0.06, -0.07, 1.00,30.42, 1.96, -37.80,-32.79, 2.07, -42.09,-0.08, -0.07, 0.99,-0.03, -0.07, 1.00,2.407059,2.270447,1,1,0.975284,2.08533,8.777755,Front Wall
0,6_16,10_10_11,3.351902,1,0,0,0,0.1107912,0.89, 0.41,0.98, 1.03, 1.05,0.06, -0.07, 1.00,30.42, 1.95, -37.79,-32.79, 2.07, -42.09,-0.08, -0.07, 0.99,-0.03, -0.08, 1.00,2.405319,2.242096,1,1,0.9620788,2.083929,8.777755,Front Wall
0,6_16,10_10_11,3.361776,1,0,0,0,0.120666,0.89, 0.41,0.98, 1.03, 1.05,0.06, -0.07, 1.00,30.42, 1.95, -37.79,-32.79, 2.07, -42.09,-0.08, -0.07, 0.99,-0.03, -0.08, 1.00,2.407059,2.242096,1,1,0.95725,2.084116,8.777755,Front Wall
