SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,Stage,screenFixationX,screenFixationY,gazeFixationX,gazeFixationY,gazeFixationZ,localGazeX,localGazeY,localGazeZ,leftEyePositionX,leftEyePositionY,leftEyePositionZ,rightEyePositionX,rightEyePositionY,rightEyePositionZ,leftEyeRotationX,leftEyeRotationY,leftEyeRotationZ,rightEyeRotationX,rightEyeRotationY,rightEyeRotationZ,leftEyePupilSize,rightEyePupilSize,leftEyeOpenAmount,rightEyeOpenAmount,GazeHitPointX,GazeHitPointY,GazeHitPointZ,GameObjectInFocus,TimeLookedAtObject
0,7_2,10_10_19,5.939764,1,0,0,1,0.3524761,InstructionPhase,0.64, 0.45,0.39, 2.28, 1.79,-0.03, -0.15, 0.99,31.68, 2.84, -43.57,-31.43, 3.23, -46.08,-0.01, -0.05, 1.00,0.04, -0.05, 1.00,2.441437,2.285004,1,1,-0.02221413,2.536882,5.265101,White Door,0.3270645
0,7_2,10_10_19,5.951987,1,0,0,1,0.3646989,InstructionPhase,0.64, 0.45,0.39, 2.29, 1.79,-0.02, -0.15, 0.99,31.68, 2.82, -43.60,-31.42, 3.23, -46.07,-0.01, -0.04, 1.00,0.03, -0.05, 1.00,2.355942,2.226791,1,1,-0.01610626,2.567459,5.265101,White Door,0.3408279
0,7_2,10_10_19,5.966027,1,0,0,1,0.3787384,InstructionPhase,0.64, 0.46,0.39, 2.30, 1.79,-0.02, -0.14, 0.99,31.69, 2.74, -43.35,-31.42, 3.18, -45.91,0.00, -0.03, 1.00,0.05, -0.05, 1.00,2.493546,2.199646,1,1,-0.0285695,2.618938,5.265101,White Door,0.3538208
0,7_2,10_10_19,5.981164,1,0,0,1,0.3938756,InstructionPhase,0.64, 0.46,0.39, 2.31, 1.79,-0.02, -0.13, 0.99,31.73, 2.64, -42.99,-31.42, 3.19, -45.87,-0.02, -0.03, 1.00,0.04, -0.05, 1.00,2.315735,2.191055,1,1,-0.2407401,2.555004,5.265101,White Door,0.3695221
0,7_2,10_10_19,5.994596,1,0,0,1,0.4073076,InstructionPhase,0.64, 0.46,0.39, 2.31, 1.79,-0.02, -0.13, 0.99,31.74, 2.69, -43.10,-31.43, 3.16, -45.72,-0.01, -0.03, 1.00,0.05, -0.04, 1.00,2.421951,2.185745,1,1,-0.2858068,2.557061,5.265101,White Door,0.3818512
0,7_2,10_10_19,6.006788,1,0,0,1,0.4194999,InstructionPhase,0.64, 0.46,0.39, 2.32, 1.80,-0.02, -0.12, 0.99,31.73, 2.71, -43.12,-31.44, 3.13, -45.59,-0.02, -0.03, 1.00,0.04, -0.04, 1.00,2.298599,2.153351,1,1,-0.2388532,2.580415,5.265101,White Door,0.3948898
0,7_2,10_10_19,6.022798,1,0,0,1,0.4355097,InstructionPhase,0.64, 0.46,0.39, 2.33, 1.80,-0.02, -0.11, 0.99,31.71, 2.82, -43.40,-31.46, 3.15, -45.54,-0.01, 0.00, 1.00,0.04, -0.02, 1.00,2.41803,2.067398,1,1,-0.186472,2.694432,5.265101,White Door,0.4117889
0,7_2,10_10_19,6.037265,1,0,0,1,0.4499764,InstructionPhase,0.64, 0.46,0.39, 2.33, 1.80,-0.03, -0.11, 0.99,31.70, 3.20, -44.44,-31.46, 3.18, -45.62,-0.01, -0.01, 1.00,0.05, -0.02, 1.00,2.394058,2.078598,1,1,-0.3154143,2.690207,5.265101,White Door,0.425827
0,7_2,10_10_19,6.061547,1,0,0,1,0.4742589,InstructionPhase,0.64, 0.46,0.39, 2.34, 1.80,-0.03, -0.10, 0.99,31.72, 3.20, -44.37,-31.46, 3.22, -45.69,-0.01, -0.01, 1.00,0.05, -0.02, 1.00,2.396088,2.056992,1,1,-0.3254609,2.691814,5.265101,White Door,0.4508209
0,7_2,10_10_19,6.075877,1,0,0,1,0.4885883,InstructionPhase,0.64, 0.47,0.38, 2.34, 1.80,-0.04, -0.10, 0.99,31.91, 3.10, -44.12,-31.16, 3.27, -45.89,0.07, -0.01, 1.00,0.13, -0.02, 0.99,2.13974,2.098297,1,1,-0.6930263,2.646941,4.620336,Int_Apt_02_Corner_01 (11),0
0,7_2,10_10_19,6.08966,1,0,0,1,0.5023718,InstructionPhase,0.63, 0.47,0.37, 2.35, 1.80,-0.04, -0.09, 0.99,32.06, 3.16, -44.33,-31.04, 3.06, -45.24,0.09, 0.00, 1.00,0.17, -0.04, 0.98,2.211472,2.123901,1,1,-0.6930262,2.543849,3.158055,Int_Apt_02_Corner_01 (11),0.01305389
0,7_2,10_10_19,6.103029,1,0,0,1,0.5157409,InstructionPhase,0.63, 0.47,0.36, 2.35, 1.80,-0.05, -0.09, 0.99,32.07, 3.02, -43.93,-31.03, 3.06, -45.25,0.07, 0.00, 1.00,0.15, -0.02, 0.99,2.21405,2.111755,1,1,-0.6930262,2.655227,4.336836,Int_Apt_02_Corner_01 (11),0.02548981
0,7_2,10_10_19,6.116974,1,0,0,1,0.5296855,InstructionPhase,0.63, 0.47,0.36, 2.36, 1.80,-0.06, -0.08, 1.00,32.07, 3.01, -43.91,-31.05, 3.06, -45.27,0.08, 0.00, 1.00,0.16, -0.03, 0.99,2.262634,2.071793,1,1,-0.6930263,2.668689,4.513123,Int_Apt_02_Corner_01 (11),0.04016113
0,7_2,10_10_19,6.131027,1,0,0,1,0.5437384,InstructionPhase,0.63, 0.47,0.35, 2.36, 1.80,-0.06, -0.08, 1.00,32.07, 3.00, -43.87,-31.05, 3.04, -45.22,0.08, 0.00, 1.00,0.16, -0.03, 0.99,2.249161,2.09407,1,1,-0.6020331,2.744377,5.200751,Int_Apt_02_Wall_02 (9),0
0,7_2,10_10_19,6.14597,1,0,0,1,0.5586815,InstructionPhase,0.63, 0.47,0.35, 2.37, 1.80,-0.06, -0.07, 1.00,32.08, 2.99, -43.85,-31.06, 3.03, -45.20,0.09, 0.00, 1.00,0.16, -0.03, 0.99,2.2565,2.120941,1,1,-0.5349072,2.771653,5.200751,Int_Apt_02_Wall_02 (9),0.01407623
0,7_2,10_10_19,6.16054,1,0,0,1,0.5732517,InstructionPhase,0.63, 0.47,0.35, 2.37, 1.80,-0.07, -0.07, 1.00,32.08, 3.00, -43.86,-31.07, 3.02, -45.18,0.08, 0.00, 1.00,0.16, -0.03, 0.99,2.241501,2.121567,1,1,-0.6930262,2.626272,3.850224,Int_Apt_02_Corner_01 (11),0
0,7_2,10_10_19,6.174892,1,0,0,1,0.5876036,InstructionPhase,0.63, 0.47,0.34, 2.37, 1.80,-0.07, -0.06, 1.00,32.08, 3.00, -43.86,-31.07, 3.02, -45.18,0.08, 0.00, 1.00,0.16, -0.03, 0.99,2.238983,2.113037,1,1,-0.6930263,2.690636,4.620731,Int_Apt_02_Corner_01 (11),0.0161438
0,7_2,10_10_19,6.189619,1,0,0,1,0.6023307,InstructionPhase,0.63, 0.47,0.34, 2.38, 1.80,-0.08, -0.06, 1.00,32.09, 3.00, -43.86,-31.07, 3.02, -45.17,0.08, 0.00, 1.00,0.16, -0.03, 0.99,2.23497,2.102173,1,1,-0.6930263,2.712549,4.908364,Int_Apt_02_Corner_01 (11),0.0291214
0,7_2,10_10_19,6.202072,1,0,0,1,0.6147833,InstructionPhase,0.63, 0.47,0.33, 2.38, 1.80,-0.08, -0.06, 1.00,32.09, 3.00, -43.86,-31.07, 3.01, -45.15,0.08, 0.00, 1.00,0.16, -0.03, 0.99,2.235031,2.078751,1,1,-0.6930262,2.719109,4.955595,Int_Apt_02_Corner_01 (11),0.04211426
0,7_2,10_10_19,6.215271,1,0,0,1,0.6279821,InstructionPhase,0.63, 0.47,0.33, 2.38, 1.80,-0.08, -0.05, 1.00,32.09, 2.99, -43.85,-31.07, 3.01, -45.16,0.08, 0.00, 1.00,0.16, -0.02, 0.99,2.226379,2.074631,1,1,-0.6930263,2.721147,4.923115,Int_Apt_02_Corner_01 (11),0.055336
0,7_2,10_10_19,6.22773,1,0,0,1,0.6404414,InstructionPhase,0.62, 0.47,0.33, 2.39, 1.80,-0.09, -0.05, 0.99,32.10, 2.99, -43.84,-31.08, 3.01, -45.16,0.08, 0.00, 1.00,0.16, -0.02, 0.99,2.211273,2.066101,1,1,-0.6930262,2.720123,4.852876,Int_Apt_02_Corner_01 (11),0.06710052
0,7_2,10_10_19,6.240329,1,0,0,1,0.6530409,InstructionPhase,0.62, 0.47,0.33, 2.39, 1.80,-0.09, -0.05, 0.99,32.10, 2.99, -43.84,-31.08, 3.01, -45.16,0.08, 0.00, 1.00,0.16, -0.02, 0.99,2.205322,2.061646,1,1,-0.6930262,2.718642,4.798307,Int_Apt_02_Corner_01 (11),0.08008575
0,7_2,10_10_19,6.252958,1,0,0,1,0.6656699,InstructionPhase,0.62, 0.47,0.32, 2.39, 1.80,-0.09, -0.05, 0.99,32.11, 2.97, -43.79,-31.08, 3.01, -45.16,0.08, 0.00, 1.00,0.16, -0.02, 0.99,2.179901,2.058624,1,1,-0.6930263,2.715339,4.762686,Int_Apt_02_Corner_01 (11),0.09362793
0,7_2,10_10_19,6.266073,1,0,0,1,0.6787848,InstructionPhase,0.62, 0.47,0.32, 2.39, 1.80,-0.09, -0.05, 0.99,32.11, 2.97, -43.79,-31.08, 3.01, -45.16,0.08, 0.00, 1.00,0.16, -0.02, 0.99,2.173721,2.049896,1,1,-0.6930263,2.710951,4.693008,Int_Apt_02_Corner_01 (11),0.106163
0,7_2,10_10_19,6.27935,1,0,0,1,0.6920619,InstructionPhase,0.62, 0.47,0.32, 2.40, 1.80,-0.10, -0.04, 0.99,32.11, 2.97, -43.79,-31.08, 3.01, -45.16,0.08, 0.00, 1.00,0.15, -0.02, 0.99,2.173386,2.023575,1,1,-0.6930263,2.725644,4.726009,Int_Apt_02_Corner_01 (11),0.1191788
0,7_2,10_10_19,6.293341,1,0,0,1,0.7060528,InstructionPhase,0.62, 0.47,0.32, 2.40, 1.80,-0.10, -0.04, 0.99,32.11, 2.97, -43.79,-31.08, 3.02, -45.16,0.08, 0.00, 1.00,0.15, -0.02, 0.99,2.173416,1.981735,1,1,-0.6930262,2.745117,4.903215,Int_Apt_02_Corner_01 (11),0.13414
0,7_2,10_10_19,6.307397,1,0,0,1,0.7201085,InstructionPhase,0.62, 0.47,0.31, 2.40, 1.80,-0.10, -0.04, 0.99,32.11, 2.98, -43.80,-31.08, 3.02, -45.16,0.08, 0.00, 1.00,0.15, -0.02, 0.99,2.138672,1.981689,1,1,-0.6930263,2.755293,4.953509,Int_Apt_02_Corner_01 (11),0.147049
0,7_2,10_10_19,6.319864,1,0,0,1,0.7325759,InstructionPhase,0.62, 0.47,0.31, 2.40, 1.80,-0.10, -0.04, 0.99,32.11, 3.07, -44.02,-31.09, 3.02, -45.17,0.08, 0.00, 1.00,0.15, -0.02, 0.99,2.132889,1.988602,1,1,-0.6930262,2.709156,4.495862,Int_Apt_02_Corner_01 (11),0.1600418
0,7_2,10_10_19,6.333132,1,0,0,1,0.7458439,InstructionPhase,0.62, 0.47,0.31, 2.40, 1.80,-0.10, -0.03, 0.99,32.05, 3.11, -44.19,-31.21, 3.00, -45.10,0.09, 0.00, 1.00,0.14, -0.01, 0.99,2.086609,1.961792,1,1,-0.6930262,2.72288,4.452028,Int_Apt_02_Corner_01 (11),0.1730499
